swap1.txt, swapko.txt, 0
swapko.txt, swap1.txt, 0
swap2.txt, swapko.txt, 0
swapko.txt, swap2.txt, 0
swapko2.txt, swap12.txt, 0
swap12.txt, swapko2.txt, 0
alceste-T.txt, alceste-V.txt, 0
alcestewiki2.txt, alcestewiki1.txt, 0
async2.txt, async1.txt, 0
async3.txt, async2.txt, 0
async3.txt, async1.txt, 0
async2choice.txt, async1choice.txt, 0
doublerec2.txt, doublerec.txt, 0
singlerex.txt, doublerec.txt, 0
doublerec2.txt, singlerex.txt, 0
doublerec3.txt, singlerex.txt, 0
gchat2.txt, gchat1.txt, 0
rec.txt, norec.txt, 0
testb.txt, testa.txt, 0
test2.txt, test1.txt, 0
test3.txt, test2.txt, 0
test3.txt, test1.txt, 0
%, wikiv2-2.txt, wikiv2-3.txt, 0
%, wikiv2-3.txt, wikiv2-2.txt, 0
infinite1.txt, bad.txt, 0
simp.txt, bad.txt, 0
bad.txt, simp.txt, 0
infinite1.txt, infinite1seq.txt, 0
infinite1.txt, infinite2seq.txt, 0
infinite2.txt, infinite1seq.txt, 0
infinite2.txt, infinite2seq.txt, 0
infinite2seq.txt, infinite2.txt, 0
infinite1seq.txt, infinite2.txt, 0
infinite2seq.txt, infinite1.txt, 0
infinite1seq.txt, infinite1.txt, 0
bbaa.txt, baba.txt, 0
gchatrev1.txt, gchat2.txt, 0
gchatrev1.txt, gchat1.txt, 0
alternation1.txt, alternation2.txt, 0
alternation1rcv.txt, alternation2rcv.txt, 0
mixed2.txt, mixed1.txt, 0
goal1.txt, goal1-ko.txt, 0
goal1.txt, goal2-ko.txt, 0
goal2.txt, goal3-ko.txt, 0
goal1.txt, goal3-ko.txt, 0
goal1-ko.txt, goal2.txt, 0
goal1-ko.txt, goal3.txt, 0
goal2rcv1-ko.txt, goal2rcv2.txt, 0
goal2rcv1.txt, goal2rcv2-ko.txt, 0
multibranch2.txt, multibranch1.txt, 0
sendend1.txt, sendend2.txt, 0
weakExtChoice2.txt, weakExtChoice1.txt, 0
nestedrec1-ko.txt, nestedrec2.txt, 0
mess1.txt, mess2.txt, 0
messa1.txt, messa2.txt, 0
sndrcvorder1.txt, sndrcvorder2.txt, 0
stackabb1.txt, stackba2.txt, 0
stackba2.txt, stackabb1.txt, 0
lgg1.txt, lgg2.txt, 0
lgg2.txt, lgg1.txt, 0
zzabb1.txt, zzba1.txt, 0
zzabb2.txt, zzba2.txt, 0
loop1.txt, loop2.txt, 0
loop2.txt, loop1.txt, 0
moreinternal.txt, lessinternal.txt, 0
lessexternal.txt, moreexternal.txt, 0
alceste-V.txt, alceste-U.txt, 0            
alceste-U-dual.txt, alceste-V-dual.txt, 0 
gchat2.txt, gchatrev1.txt, 0
recaab2.txt, recaab1.txt, 0
recctxt1-ko.txt, recctxt2.txt, 0
alternation1-rec.txt, alternation2-rec.txt, 
nestedrec1.txt, nestedrec2-ko.txt, 0
minirec1.txt, minirec2.txt, 0
blacktriinside1.txt, blacktriinside2.txt, 0
blacktriinside2.txt, blacktriinside1.txt, 0
pattern1ko.txt, pattern2.txt, 0
patternako.txt, patternb.txt, 0
alceste-U.txt, alceste-V.txt, 0 
nestedrec1.txt, nestedrec2.txt, 0
alceste-V-dual.txt, alceste-U-dual.txt, 0 
minirec2.txt, minirec1.txt, 0 
gchat1.txt, gchatrev1.txt, 0
stateidx1.txt, stateidx2.txt, 0
july2.txt, july1.txt, 0
decidablilityex2.txt, decidablilityex1.txt, 0
ctxtb2.txt, ctxtb1.txt, 0
ctxta2.txt, ctxta1.txt, 0
september2.txt, september1.txt, 0
innerloop2-dual.txt, innerloop1-dual.txt, 0
expensive2.txt, expensive1.txt, 0
aaaaaab2.txt, aaaaaab1.txt, 0
badseq2.txt, badseq1.txt, 0
ex1.txt, ex2.txt, 0
